id,name,This is the current 'specialisation_id' linked to this practice,This is the current specialisation 'name' linked to this 'specialisation_id',What specialisation_id should this practice be linked to?,What is the respective specailisation name/type of the 'specialisation_id' linked to this practice?,What is the respective Practice Type?,specialisation_id,name,specialisation_name
6433,Chatsworth Township Centre Clinic,2,Other,420,General,Clinic,,,
6442,Dr Roelof Daniel van Wyk,2,Other,420,General,General Practice,,,
6444,Dr Amith Keshave Inc,2,Other,420,General,General Practice,,,
6459,Ackermans Pharmacy,2,Other,420,General,Pharmacy,,,
6462,Diep River Clinic,2,Other,420,General,Clinic,,,
6465,Ladies Christian home,2,Other,41,Palliative Care,Specialist department,,,
6468,Gonda Medical Clinic,2,Other,420,General,Clinic,,,
6470,Enable Centre,2,Other,420,General,Medical Centre,,,
6512,Narshai medical centre,2,Other,420,General,Medical Centre,,,
6516,St John - Eye care,2,Other,17,Optometry,Specialist Department,,,
6514,Clairwood Internal Medicine,21,Internal Medicine,21,Internal Medicine,Specialist Department,,,
6515,Stone Village Wellness,2,Other,420,General,Medical Centre,,,
6517,SU Nursing (2nd year 2022),2,Other,165,SU Nursing,University,,,
6518,Groote Schuur ICU,2,Other,34,Critical Care,Specialist Department,,,
6519,Dr J Mansoor,2,Other,420,General,General Practice,,,
6520,Prince Cyril Zulu CDC,2,Other,420,General,CDC,,,
6521,Kaelo Clinics,2,Other,420,General,Clinic,,,
6522,Clicks Pharmacy - Edgemead,2,Other,420,General,Pharmacy,,,
6523,Amaoti Clinic,2,Other,420,General,Clinic,,,
6524,Dr Julie Snyman,2,Other,420,General,General Practice,,,
6526,Schauderville clinic,2,Other,420,General,Clinic,,,
6527,Dr Martha Francina (Marisa) Heyns,2,Other,420,General,General Practice,,,
6528,Dr Leah Murray,2,Other,420,General,General Practice,,,
6530,Ekuhlengeni psychiatric hospital,2,Other,37,Psychiatry,Specialist Department,,,
6532,Clicks Pharmacy - Vyfhoek,2,Other,420,General,Pharmacy,,,
6534,Dr. HA Bleker's surgery,2,Other,420,General,General Practice,,,
6535,Spec-Savers Moreleta (Parkview Mall),2,Other,17,Optometry,Specialist Department,,,
6537,Winterveldt Clinic,2,Other,420,General,Clinic,,,
6538,Dr J Santhia,2,Other,420,General,General Practice,,,
6539,Dr Steve Carter,2,Other,420,General,General Practice,,,
6540,Dr GM van Zyl,2,Other,420,General,General Practice,,,
6541,Jayshree Chrisenduth,2,Other,125,Psychology,Specialist Department,,,
5297,Dr Praneetha Persad (23 Paragon place Phoenix industrial park),2,Other,420,General,General Practice,,,
5139,Ladysmith  Anaesthetic Referrals,128,Anaesthesiology,128,Anaesthesiology,Specialist Department,,,
6941,Singh Ability Innovations Occupational Therapy (SAI),2,Other,124,Occupational Therapy,Specialist Department,,,
5295,Dr E Fourie,2,Other,420,General,General Practice,,,
6093,"Dr Ritha Ramlal (87-89 George Sewpersadh Street, Verulam, 4339)",2,Other,420,General,General Practice,,,
5301,Dr I Afzal,2,Other,420,General,General Practice,,,
6145,Dr Chris Steytler (Inc),2,Other,420,General,General Practice,,,
6403,SU Nursing - Susan de Wet,165,SU Students - Nursing,165,SU Nursing,University,,,
5307,Livingstone Covid-19 Unit Confirmed Covid Cases (08:00 - 16:00 only),177,COVID-19 admissions,169,Infectious Disease,Specialist Department,,,
7214,Themba Hospital Orthopaedics,7,Orthopaedics,7,Orthopaedics,Specialist Department,,,
6434,Medprax Petrusburg (Strauss H J),2,Other,420,General,General Practice,,,
7238,Badisa - Tygerberg,2,Other,420,General,Non-medical practice,,,
6471,RK Khan Anaesthetics,2,Other,128,Anaesthesiology,Specialist Department,,,
7237,Livingstone Rheumatology  (08:00 - 16:00 Mon -Fri. After hours: Please send referrals to Livingstone Internal Medicine (POC),253,Rheumatology,253,Rheumatology,Specialist Department,,,
6472,Constantiaberg Human Performance,2,Other,420,General,Medical Centre,,,
1358,Tygerberg ENT (All elective cases to be discussed directly with the clinic clerk at 021 938 4828. Please send a vula referral for urgent cases and/or call for emergency cases),15,ENT,15,Otorhinolaryngology,Specialist Department,,,
6473,Aurum Pharmacy,2,Other,420,General,Pharmacy,,,
6474,MGN BALOYI OPTOMETRIST,2,Other,17,Optometry,Specialist Department,,,
6032,Groote Schuur Physiotherapy,319,Groote Schuur Physiotherapy,123,Physiotherapy,Specialist Department,,,
6542,Tygerberg Speech Therapy: Adult Firm,122,Speech Therapy,122,Speech Therapy,Specialist Department,,,
6478,Dr Harry Surtie Pharmacy,2,Other,420,General,Pharmacy,,,
3580,Helderberg Hospital Paediatrics OPD (weekdays 08:00 - 16:00),28,Paediatrics,28,Paediatrics,Specialist Department,,,
6531,Dr Mikayla Warden (Esau),2,Other,420,General,General Practice,,,
6533,Dr. Y. Akoojee,2,Other,420,General,General Practice,,,
6536,Austerville Clinic,2,Other,420,General,Clinic,,,
6477,Tygerberg Paediatric Allergy Clinic (8am - 4pm Weekdays ONLY),382,Paediatric Allergy,382,Paediatric Allergology,Specialist Department,,,
6479,EQiGate,418,Eqigate referral form,0,,Other,,,
5140,Makhaza-Khayelitsha,2,Other,420,General,General Practice,,,
6094,"Dr Ashwanth Ramlukhen (525-527 Anton Lembede Street,Durban, 4001)",2,Other,420,General,General Practice,,,
5298,Dr Michelle Maartens,2,Other,420,General,General Practice,,,
6942,Dr P J Meiring Inc,2,Other,420,General,General Practice,,,
5302,Dr Moyra Stein,2,Other,420,General,General Practice,,,
7239,Mrs Louise Maria Herholdt,2,Other,124,Occupational Therapy,Specialist Department,,,
6147,Norvalspont Clinic,2,Other,420,General,Clinic,,,
6945,Dr P R Lamprecht,2,Other,420,General,General Practice,,,
5308,Livingstone Infectious Diseases,377,Livingstone Infectious Diseases,169,Infectious Disease,Specialist Department,,,
6404,SU Nursing - Vanessa Scheepers,165,SU Students - Nursing,165,SU Nursing,University,,,
6946,Urban Optik Eyecare Gardens,2,Other,17,Optometry,Specialist Department,,,
6475,Andrew Clarke Podiatrist,2,Other,420,General,General Practice,,,
7240,Sonwabo Zandile Clinic,2,Other,420,General,Clinic,,,
6543,Tygerberg Speech Therapy: Paediatric Firm,122,Speech Therapy,122,Speech Therapy,Specialist Department,,,
7243,Wayne Hector Physiotherapist,2,Other,123,Physiotherapy,Specialist Department,,,
7245,Sanlam Medical Division,2,Other,0,,Other,,,
7246,Louwsburg Clinic,2,Other,420,General,Clinic,,,
7242,Livingstone General Surgery SOC (Emergency referrals),22,General Surgery,22,General Surgery,Specialist Department,,,
7244,Primitive Psychological Intervention Center,125,Psychology,125,Psychology,Specialist Department,,,
5141,"Dr Farhad Mahomed (2 Sykkes road, Isipingo)",2,Other,420,General,General Practice,,,
5145,Dr Simphiwe Ndlwana (16 Nicol Square Parkade),2,Other,420,General,General Practice,,,
5299,New Somerset Gynaecology,179,Gynaecology,179,Gynaecology,Specialist Department,,,
6095,Isabella Laing Reflexology,2,Other,420,General,General Practice,,,
5303,Melomed Hospital Group,2,Other,420,General,Hospital,,,
6943,Dr Lwandiso Dlabathi,2,Other,420,General,General Practice,,,
5309,MMS Consent,247,MMS Consent form,128,Anaesthesiology,Specialist Department,,,
6149,Nomimi Mothibi Clinic,2,Other,420,General,Clinic,,,
5314,Dr Paul Smith,2,Other,420,General,General Practice,,,
2712,COVID-19 Intermediate Care Brackengate and MPFH,323,04 COVID BRACKENGATE/ MPH referrals/admissions,169,Infectious Disease,Specialist Department,,,
5317,Site B Youth Clinic - Khayelitsha,2,Other,420,General,Clinic,,,
7241,Department of Correctional Services - Barkly East Clinic,2,Other,420,General,Clinic,,,
6405,SU Nursing - Justine Baron,165,SU Students - Nursing,165,SU Nursing,University,,,
1872,Novus Print: Paarden Eiland,2,Other,420,General,Clinic,,,
5318,Laudium  CHC - Tshwane Diabetes Eye,254,Tshwane (Diabetic) Eye Project,1,Ophthalmology,Specialist Department,,,
6476,Dr Anamika Jithoo,2,Other,420,General,General Practice,,,
5323,Livingstone Nephrology and Hypertension Clinic (Mon-Fri 08:00 -16:00 ONLY),263,Nephrology and Hypertension Referral,130,Nephrology,Specialist Department,,,
6544,Merebank Clinic,2,Other,420,General,Clinic,,,
6545,Fort Napier Hospital,2,Other,420,General,Hospital,,,
6546,Tygerberg Vascular Surgery,2,Other,190,Vascular surgery,Specialist Department,,,
6547,Dr Stephen Jeffery Inc,2,Other,420,General,General Practice,,,
6550,Dr Jacobus Kotze,2,Other,420,General,General Practice,,,
6551,Mr Kayode Sola Aderibigbe,2,Other,123,Physiotherapy,Specialist Department,,,
6552,Ikamva Labantu,2,Other,420,General,Non-medical practice,,,
6553,McCord Eye Hospital Adult Clinic,1,Ophthalmology,1,Ophthalmology,Specialist Department,,,
6555,Weldon Optical,2,Other,17,Optometry,Specialist Department,,,
6557,Dr Hoosain Osman Sonday,2,Other,420,General,General Practice,,,
6558,K R Cummins Optometrist,2,Other,17,Optometry,Specialist Department,,,
6559,EyeREstore Optometrist Stellenbosch,2,Other,17,Optometry,Specialist Department,,,
6560,Witrand Psychiatric Hospital,2,Other,37,Psychiatric,Specialist Department,,,
6565,Exquisite Eye Optometrist,2,Other,17,Optometry,Specialist Department,,,
6561,Skin Renewal Stellenbosch,2,Other,420,General,Clinic,,,
6562,Urban Optik Honeydew,2,Other,17,Optometry,Specialist Department,,,
6563,NeoVision Table bay mall,2,Other,17,Optometry,Specialist Department,,,
6564,SAS Saldanha Military Base,2,Other,420,General,Clinic,,,
6566,Dr Khomotshowana Gabriel Mokhosi,2,Other,420,General,General Practice,,,
6567,Optique Optometrists Bellville,2,Other,17,Optometry,Specialist Department,,,
6569,Dr Hilton Kaplan Inc,2,Other,420,General,General Practice,,,
6570,Lamberts Bay Clinic,2,Other,420,General,Clinic,,,
6571,New Era Day Hospital,2,Other,420,General,Hospital,,,
6572,Wynberg Clinic,2,Other,420,General,Clinic,,,
6574,Aquarius Health Care,379,Caledon Physiotherapy,123,Physiotherapy,Specialist Department,,,
6575,iSurgeon,2,Other,1,Ophthalmology,Specialist Department,,,
6576,Dr Yusrah Braaf,2,Other,420,General,General Practice,,,
7247,Hlobane Clinic,2,Other,420,General,Clinic,,,
5142,"Dr Mlungisi Kheswa (Unit 13 & 14, Uniland centre, 24 Anderson road, Pinetown)",2,Other,420,General,General Practice,,,
6100,"Dr Ishradth Cassim (148 Florence Nightingale Drive, Westcliff, 4092)",2,Other,420,General,General Practice,,,
5304,F H Odendaal Hospital,2,Other,420,General,Hospital,,,
6944,Fetal Sonography,2,Other,-,Sonography,Specialist Department,,,
6150,Niekerkshoop Clinic,2,Other,420,General,Clinic,,,
5315,Dr Adila Bata,2,Other,420,General,General Practice,,,
5310,Mahatma Gandhi  Family Medicine,249,Mahatma Gandhi Family Medicine,16,Family Medicine,Specialist Department,,,
6947,Dr Delano Rhode,2,Other,420,General,General Practice,,,
6549,Dr Christoffel Francois (Chris) Du Plessis,2,Other,420,General,General Practice,,,
5322,IOD & Medical Centre,2,Other,420,General,Medical Centre,,,
5324,Sr Judy Workers Wellness,2,Other,420,General,Medical Centre,,,
5327,Pro Health Wellness Clinics,2,Other,420,General,Clinic,,,
5319,Kalafong - Tshwane Diabetes Eye,255,Tshwane Diabetic Eye  Project,1,Ophthalmology,Specialist Department,,,
6948,Dr Steffan Gideon Raubenheimer,2,Other,420,General,General Practice,,,
7251,Mason Street Clinic,2,Other,420,General,Clinic,,,
6556,Northcliff Eye Centre,2,Other,1,Ophthalmology,Specialist Department,,,
6568,Thabamoopo Hospital,2,Other,420,General,Hospital,,,
6573,Cathy N KABONGO Clinic,2,Other,420,General,Clinic,,,
6577,Penlyn Medi-Centre,2,Other,420,General,Medical Centre,,,
6554,McCord Eye Hospital Paediatric Ophthalmology Clinic,1,Ophthalmology,1,Ophthalmology,Specialist Department,,,
1873,Engelbrecht Oogkundiges Upington,2,Other,17,Optometry,Specialist Department,,,
5305,Tygerberg Developmental Paediatric Clinic,262,Neurodevelopment,262,Paediatric Neurodevelopment,Specialist Department,,,
5143,"Dr Narendra Rana (282 sparks road, sydenham,durban)",2,Other,420,General,General Practice,,,
5320,"Dr Naren Budhoo (612 Randles road, shydenham, 4091)",2,Other,420,General,General Practice,,,
5311,Huis Marie Louw,2,Other,41,Palliative Care,Specialist department,,,
5316,Victoria House Wellness Centre,2,Other,420,General,Medical Centre,,,
6101,"Dr Pelegrine Sanelisiwe Cele (Mkhiwane Crescent, Kwandengezi, 3607)",2,Other,420,General,General Practice,,,
3031,Clicks Pharmacy - Springs,2,Other,420,General,Pharmacy,,,
6949,Dr Laurence Cohen and Associates,2,Other,420,General,General Practice,,,
5325,Sen-Cit Resthaven Old Age Home,2,Other,41,Palliative Care,Specialist department,,,
7248,Khambi Clinic,2,Other,420,General,Clinic,,,
5328,Dr Maimunah Solomon,2,Other,420,General,General Practice,,,
6151,Infinite Abilities,2,Other,420,General,Medical Centre,,,
5330,Sandton Oncology Centre,2,Other,19,Oncology,Specialist Department,,,
5331,G Heathcote-Marks Optometrist,2,Other,17,Optometry,Specialist Department,,,
5334,Westlake Clinic,2,Other,420,General,Clinic,,,
5335,#StaffCare Self Referral,252,StaffCare Self Referral,0,,Other,,,
2160,Tshwane District Hospital Emergency Medicine,32,Emergency medicine,32,Emergency Medicine,Specialist Department,,,
6578,Park Centre Clinic,2,Other,420,General,Clinic,,,
6592,NMFC Block 4 2021 - students,226,NMFC Rotation,16,Family Medicine,University,,,
6579,Dr Pamela Jane Fleischman,2,Other,420,General,General Practice,,,
6580,Dr Andile Bovungana,2,Other,420,General,General Practice,,,
6581,Dr Daniso Dyke Koester,2,Other,420,General,General Practice,,,
6583,Dr Lizel Gagiano,2,Other,420,General,General Practice,,,
6584,Dr Marcelle Daleen Le Grange,2,Other,420,General,General Practice,,,
6585,Dr Rene Aletta Grobler (Vermeulen),2,Other,420,General,General Practice,,,
6586,Akeso Kenilworth,2,Other,420,General,Clinic,,,
6587,Fritz Visser CHC,2,Other,420,General,CHC,,,
6588,Dr Solomon Lison,2,Other,420,General,General Practice,,,
4854,"Tygerberg Pulmonology (Referrals received prior to 10am will be answered on the same day, referrals after 10am will be discussed with consultants and answered the following day. All urgent/life threatening referrals should be communicated telephonically)",225,Pulmonology TBH,188,Pulmonology,Specialist Department,,,
6589,Alberton north clinic,2,Other,420,General,Clinic,,,
6590,Savanna Park Clinic,2,Other,420,General,Clinic,,,
6591,Dr PL scharneck,2,Other,420,General,General Practice,,,
6593,NMFC Facilitators 2022,226,NMFC Rotation,16,Family Medicine,University,,,
6594,Dr Abdul Rahman Peer,2,Other,420,General,General Practice,,,
6595,Marissa Willemse,2,Other,1,Ophthalmology,Specialist Department,,,
6596,Nelson Mandela University,2,Other,420,General,University,,,
6597,EP Sports and Wellness Institute,2,Other,420,General,Medical Centre,,,
6598,Tokai Physiotherapy,2,Other,123,Physiotherapy,Specialist Department,,,
6599,Dr Daniel Johannes Bouwer,2,Other,420,General,General Practice,,,
6600,Tshangana Clinic,2,Other,420,General,Clinic,,,
6601,Dr M van Wyk Rademan,2,Other,420,General,General Practice,,,
6602,Medicross Wellington,2,Other,420,General,Hospital,,,
6603,Anina Potgieter Optometrists,2,Other,17,Optometry,Specialist Department,,,
6604,Dr Marisha De Jager,2,Other,420,General,General Practice,,,
6605,Dr. Cajee,2,Other,420,General,General Practice,,,
5337,Queen Nandi Gynaecology,27,Obstetrics / Gynaecology,27,Obstetrics/Gynaecology,Specialist Department,,,
5144,"Dr Nosipho Ngubane ( Suite4,City Care Medical Centre, 477 Anton Lembede Street)",2,Other,420,General,General Practice,,,
6152,Nababeep Clinic,2,Other,420,General,Clinic,,,
5312,Dr Alexander Heywood,2,Other,420,General,General Practice,,,
5321,Livingstone Hospital - Renal Unit,2,Other,130,Nephrology,Specialist Department,,,
6950,Dr Geoffrey Fletcher,2,Other,420,General,General Practice,,,
5329,Greeff Stofberg inc,2,Other,420,General,General Practice,,,
6582,Zipp Health,2,Other,420,General,Medical Centre,,,
5332,Msunduzi Clinic,2,Other,420,General,Clinic,,,
5336,CLIFFS OPTIQUE l Optometrists,2,Other,17,Optometry,Specialist Department,,,
6951,Mr Winton Rupert Grainger,2,Other,420,General,General Practice,,,
7249,Vumani Clinic,2,Other,420,General,Clinic,,,
7250,Gluckstadt Clinic,2,Other,420,General,Clinic,,,
6606,Paarl Hospital Radiology,416,Radiology,416,Radiology,Specialist Department,,,
5146,Rahima Moosa Emergency Medicine,32,Emergency medicine,32,Emergency Medicine,Specialist Department,,,
5313,OT360,124,Occupational Therapy,124,Occupational Therapy,Specialist Department,,,
6952,NMFC Block 6 2022,226,NMFC Rotation,16,Family Medicine,University,,,
5338,Bierman Strauss Optometrists,2,Other,17,Optometry,Specialist Department,,,
5339,Primary Health Centre - Osu,2,Other,420,General,Medical Centre,,,
6622,Area Military Health Unit (A M H U) - Eastern Cape Head Quarters,2,Other,420,General,Hospital,,,
5333,Groote Schuur Fetal & Complicated Twin Clinic (NO EMERGENCIES. Elective ultrasound referrals only),269,Fetal abnormalities & Complicated twin,27,Obstetrics / Gynaecology,Specialist Department,,,
7252,Thembumusa clinic,2,Other,420,General,Clinic,,,
6156,Marydale Clinic,2,Other,420,General,Clinic,,,
6627,False Bay Emergency Medicine,32,Emergency medicine,32,Emergency Medicine,Specialist Department,,,
6646,RK Khan Orthopaedics,7,Orthopaedics,7,Orthopaedics,Specialist Department,,,
6624,Mmasebudule Clinic,2,Other,420,General,Clinic,,,
6609,Mohamed Medical Centre,2,Other,420,General,Medical Centre,,,
6610,Dr Hilda Landman Inc,2,Other,420,General,General Practice,,,
6611,Dr Lizelle Brundyn,2,Other,420,General,General Practice,,,
6612,CancerCare Cape Gate,2,Other,19,Oncology,Specialist Department,,,
6613,Gelvan Park Frail Aged Home,2,Other,41,Palliative Care,Specialist department,,,
6614,Conceptual Healthcare Solutions,2,Other,420,General,General Practice,,,
6615,Karasburg State Hospital,2,Other,420,General,Hospital,,,
6616,WoundNet Wound & Stoma Clinic Claremont,2,Other,420,General,Clinic,,,
6617,Creative Wellness,2,Other,420,General,Medical Centre,,,
6618,Dr AM Gaffoor Medical Practice,2,Other,420,General,General Practice,,,
6625,Dr Selwyn Schwartz,2,Other,420,General,General Practice,,,
6619,Vula Demo - Acute Care Surgery,22,General Surgery,22,General Surgery,Vula,,,
6620,Salt River Pharmacy,2,Other,420,General,Pharmacy,,,
6626,Dr Johanna Catharina (Tharina) Van Heerden,2,Other,420,General,General Practice,,,
